9845,9720
9608,2385,4094
9293,9937,5863
913,6344,4926
540,6348,6045
2796,7321,6754
8241,6770,8781
2552,8416,2089
9082,7985,8344
2412,6765,7402
5356,892,7024
7049,2915,4512
7599,5112,8698
9423,1136,2367
4853,1444,6041
2693,1754,4694
2042,3402,77
2834,9137,8595
6276,2476,7029
8145,7655,8006
4359,1711,1749
873,1542,8314
6628,4212,9998
9619,3436,2699
9311,7630,2427
5139,9047,8005
6631,3801,8494
489,2927,9609
2455,4146,935
4458,5309,9782
4881,1303,308
3346,2744,9159
8219,6741,2566
8932,9662,233
1722,9133,923
842,8289,6683
3180,984,7780
7336,8179,1305
3723,9492,5335
2723,1124,2250
7264,8688,6708
7888,4645,2158
57,3013,176
4229,242,1469
7806,4424,8447
7689,8355,6542
1271,1504,714
1817,2280,5575
7398,3479,8393
3849,7022,8021
4780,71,224
5083,7791,8234
9139,8227,5661
134,6063,2742
7520,9210,776
6449,3467,5831
9172,3586,8607
3567,588,7654
6639,3846,4745
5358,7238,4299
891,9182,4829
809,5294,6214
5033,8265,5060
6828,4713,9186
9218,9600,7536
8835,9622,8024
9551,4776,2662
3646,4417,1226
9608,7402,7371
7395,7209,7232
8098,3530,5657
5643,8472,2772
1223,5797,5448
3368,1804,5719
4190,211,2075
1852,5718,7360
4011,5682,804
9128,7614,729
2960,1320,5146
5417,1895,5505
9340,3330,9604
6988,1922,4344
8897,8345,9975
6505,6531,6294
5907,5780,32
466,7409,4643
9875,2164,1862
4042,8639,2623
3768,2308,5230
172,4964,2517
1382,8346,9314
1827,6864,2850
6273,8214,4413
59,9073,759
7575,2759,2449
2260,6373,5025
5568,8652,3072
1810,8721,8442
3331,6406,4015
8971,9837,8633
8830,8398,8445
2809,2525,6944
7254,2933,9036
7063,7870,3799
8331,6536,6508
8826,6199,2375
385,5654,6881
6453,7876,45
533,1737,8935
4819,4037,4973
2589,6967,7151
9850,7438,1098
6984,7418,3109
7683,9510,562
723,6918,5421
809,3637,2910
2198,5242,2146
6642,9728,9213
9688,2403,8399
227,2383,192
66,9908,6695
1476,4101,4474
446,7961,8694
5936,7921,9157
6568,4133,9007
9475,1640,5787
2855,6247,3525
9422,5562,5753
6528,9306,4268
7853,6139,4277
3059,1776,5732
6514,7915,7242
2374,2326,5180
6557,5473,2134
9476,6192,2853
2952,1243,7877
5066,7286,2924
6561,937,1219
7238,1473,1079
1817,2586,9220
1697,6177,3988
467,5054,7597
9987,8213,7918
466,2171,1359
5623,6599,3394
7678,4578,5893
5682,184,6209
3995,763,2231
1405,9632,9379
8539,4128,2285
8793,7613,8278
2963,4137,9327
2706,4452,1751
6286,9460,5990
5799,9844,9685
8294,8642,9960
7981,4967,8342
7868,5817,1951
1017,7916,8309
4086,3945,2137
2496,8252,587
4154,5870,7227
9840,2038,1814
8683,2533,993
9580,1272,7852
4942,8710,900
1242,4252,9229
6857,996,1310
8696,6015,8326
4315,1309,1495
3227,7576,4666
4573,6016,5110
5312,5616,4907
2727,4664,8598
39,8060,5954
9868,4980,9642
4805,4892,7503
9422,1932,8119
451,1396,6917
1720,3166,4786
4933,1231,8395
5327,2140,5335
546,3758,8039
5251,3854,4787
3266,80,6589
2616,9784,9109
6957,9642,5102
7,5752,4564
6168,2853,5112
3788,9587,6843
1790,177,2241
7445,5668,8543
8752,6316,996
3544,6252,4623
9950,974,9016
7013,1532,5075
219,5081,7205
5607,7983,8050
1527,9813,7740
6827,3686,3444
6975,5471,2563
999,7008,6981
9641,6985,9572
1288,9331,6743
3165,8561,371
2699,6281,8511
7221,2777,1551
6005,4409,5366
7093,2298,1415
7316,7951,1899
4935,5208,5650
6768,366,2501
3004,8947,7390
3045,5202,7390
6298,613,4300
3799,2562,3558
2731,4963,5948
540,6237,2654
5350,7323,3298
3544,3527,5927
5288,1410,6415
9938,6580,4934
4166,9104,6246
8848,4537,4721
6511,858,4963
1092,3051,539
1173,3031,8642
8725,6141,1893
1742,1625,3005
8300,686,954
780,4552,9831
995,2617,8529
822,4953,9504
5352,2186,6569
9427,46,7941
9956,2017,3975
3839,9020,2621
7829,1773,747
1236,6614,482
7210,4589,1092
6538,7174,2151
7532,7731,2204
8256,1663,4228
6902,8144,3109
2743,9464,7704
6590,2755,1253
7333,4683,5340
576,4635,7769
5584,608,3438
1656,407,3309
8992,2543,1837
8369,843,4110
1721,866,1720
1714,8031,7335
1659,5398,4679
647,6222,2832
9655,2292,4046
918,4064,5969
8101,2058,6798
4660,7712,4365
9998,6126,9295
8687,2535,9955
919,5786,1784
9318,7624,8193
1977,8909,4987
6242,3861,9364
5472,4845,2682
538,651,4786
8261,3988,8664
1079,7522,2131
7981,4686,9394
4215,2136,3619
7459,694,838
8887,8722,430
1427,8859,5626
1665,4679,1087
6868,4072,4248
5178,1589,616
1886,8591,9886
1407,1891,1117
2512,9657,3835
1355,3852,6545
2863,5692,1574
1235,6758,810
3744,8003,3499
7632,2277,4430
978,2999,6297
342,7404,2721
5971,7169,6083
7007,1673,8997
543,5719,5451
7272,8386,6540
9958,1009,6719
4601,5705,4731
77,2700,7833
273,9822,5623
8301,7376,8229
3201,4324,908
1234,6022,7711
2710,6678,2082
7087,6291,7467
66,6880,8369
4886,218,5927
5023,2637,3874
4561,7291,2161
4463,7214,5029
5466,8729,5675
3639,8157,2684
2013,2611,4753
2590,2916,2980
3382,9377,1350
9049,1434,3585
910,2315,8090
7878,1914,2856
3879,1646,4460
8334,680,5179
3992,8594,8177
1298,4545,2517
3766,8327,1391
4751,4622,8429
5078,8175,1972
6192,6617,7194
5424,7464,6264
6643,7802,5224
9184,4455,6504
6423,7387,1560
4000,5946,7367
3205,9955,2944
1621,5170,9013
165,210,4737
6468,5372,1887
5733,766,9746
6396,2441,5329
6567,3169,9402
8291,8650,4804
7748,2113,2493
3659,7462,4950
7346,1021,2155
3133,5297,4739
4139,9605,2057
3277,2968,6994
629,5927,6832
230,3848,6875
6428,5522,9254
7452,1270,950
9298,328,2499
9968,1276,5234
7817,6775,2355
1497,4815,5740
5077,735,236
9356,1315,4811
3278,6134,4360
7442,7920,4565
1020,1740,5551
738,4897,7397
1655,7036,632
3610,5340,9233
2013,9531,2469
5854,2006,7866
1823,3271,7757
6334,8473,4153
2972,81,4512
5699,8110,8989
2606,9863,1038
9044,5482,3031
5357,6837,8914
443,4207,5906
7710,8084,8330
2782,6317,5752
7421,421,3981
2621,2815,1930
436,2629,4091
4776,2137,8483
1778,3993,4937
9371,1595,53
4423,6111,2606
1396,1905,3153
5620,5368,6782
6220,5231,3539
9994,3057,4937
769,3459,334
5633,8849,6635
656,190,2931
2240,7251,6205
3971,681,8512
8255,2982,2365
2318,5845,9917
35,7929,7052
5958,2889,4817
7868,341,5900
7059,5310,5477
936,8535,6050
9536,4673,7219
4590,7045,554
8071,9142,2872
4088,83,3054
4256,7772,1803
4890,4570,1634
6016,6038,7345
2050,9412,9242
4502,6212,9089
9583,8638,2176
8606,2570,5157
4338,6713,6685
2849,1964,8553
1841,2083,7898
3798,8074,307
6574,920,5213
1298,4157,1462
3103,8751,721
6787,2216,4658
5395,5890,3068
5482,6481,4269
6289,6450,5008
836,9571,8144
231,6554,1185
5125,1617,5148
6756,1121,6076
6096,7130,1250
6840,5281,4932
8583,456,1049
2740,1669,2208
8275,4362,7498
7288,7392,72
6798,1099,9367
385,586,728
4548,4965,7057
9355,9101,2782
2499,1431,1775
1611,6351,2513
4431,4628,5460
2876,783,9266
9222,1295,9402
825,1063,9991
1688,6,3082
7301,6216,4575
3666,8297,6414
1386,5600,3656
8172,2887,6199
3946,1724,2792
7506,675,573
5575,9309,3746
9573,9292,4153
8474,4168,8947
5142,9670,4118
5993,3437,606
614,7066,1274
4482,3075,6261
4268,2,1375
3232,8671,5788
7958,8311,2779
9977,6264,6639
4922,224,4979
9176,9262,5088
9579,6254,3886
4165,2252,7040
8849,6751,9816
152,2311,8381
5358,8519,4518
8644,7432,6805
8301,7075,5533
4615,9989,9490
6326,213,1587
3226,8679,1992
2598,320,9094
4406,8310,6006
984,3156,6120
3040,5189,7994
9811,4023,6207
7988,4781,8054
1761,6788,5637
3552,5536,5312
6999,5625,7763
8039,387,7447
4515,8503,4407
1882,845,5224
7569,1142,4684
9904,9934,684
5863,3944,4176
8377,826,2964
6602,8582,3319
4819,2369,8798
972,7120,8016
7271,9513,7897
1264,2713,5067
1982,4749,558
3160,6127,4038
7941,5711,3758
6966,2645,4910
7203,3809,1349
8245,6129,5351
6891,7849,9933
7100,5197,6250
7780,4811,4517
1536,2208,741
3683,747,4597
8272,4688,4745
9052,7882,4681
4549,2620,5425
6931,3856,2734
3782,7883,2709
2933,3309,5351
7915,883,7247
7922,8180,5975
9920,1695,7446
7827,1347,8215
6046,1262,6454
3796,1374,5839
3059,4286,4812
1377,3761,7455
8346,4915,5971
4890,7606,8755
7545,8981,302
4291,8274,4627
5618,3135,1106
9326,5099,7413
3207,3547,8140
5615,9416,2214
1735,8914,1987
4293,2000,2557
1143,6420,6347
8428,1971,1562
5408,3866,5424
1198,5655,4809
5685,5868,3977
915,7696,2413
9617,6374,3874
5489,4671,667
9990,4236,2
1138,6209,6374
6599,5759,4072
8574,5212,1140
2062,287,685
7174,2226,2526
2075,5184,3120
9585,105,1201
1694,6940,7022
3364,9166,3772
1872,2691,1859
8810,9948,3562
7073,8247,9422
4479,5388,1201
7582,7673,1922
8577,8211,2136
9067,2924,349
5433,1764,6506
9774,8383,4241
854,639,1369
9505,8151,9484
505,2847,8886
3242,4733,1126
9229,377,7933
8514,5667,2441
5846,3398,5894
8800,5091,3252
7938,6672,3821
5283,9780,1545
4499,4427,787
3656,5194,1638
3224,8892,3406
6572,3889,3665
6799,9766,986
6323,510,2915
5569,6460,1951
7689,5293,9334
8959,2485,3956
9218,5158,2007
3183,314,5745
1910,1753,3714
9140,2011,1949
7237,534,6821
2246,5175,3162
675,6912,4638
1325,7329,1205
3092,8985,7813
5324,7062,8850
6917,6255,1330
1982,7991,4306
544,7056,6751
6149,399,129
3104,4695,6649
6555,8928,6433
8972,7472,8732
193,3546,802
3243,6444,7967
6566,7682,2636
7989,1484,726
3119,4335,2981
1721,5150,7762
5073,5871,3448
5587,8543,3039
2377,5148,5173
2910,4630,3560
5440,6414,7435
4949,609,3251
5844,4958,6156
7447,3144,1279
5535,4372,1114
8441,6377,5984
2098,603,3216
1111,1880,1601
2215,7707,1566
583,7519,6266
7395,2477,8012
483,7890,388
3172,8412,2217
3375,3883,7257
346,1179,3283
5494,6762,6810
8930,1959,5572
1380,1534,9697
262,8485,2313
9297,5708,7500
4207,3632,1741
5734,8460,970
5071,3451,8150
6577,9963,8924
8140,4198,1553
4489,9941,1715
735,2408,1073
9220,8782,112
4204,7548,9616
7707,7242,6592
9845,3700,2550
2988,208,5041
2232,1287,9793
8950,8166,6722
9131,5145,1544
3771,1672,2194
9634,2716,6672
9362,2395,1735
387,7895,8177
6625,6811,1400
6756,9564,9766
8913,3405,6719
8528,3358,5396
7263,1372,9726
8715,7460,3910
1635,4261,1969
8006,6529,9555
8761,2644,2135
6395,6653,6857
6715,9209,1032
1672,6889,624
1427,4462,6282
4365,8440,9474
3208,5712,5211
7686,9652,9502
1176,7468,9750
5726,5825,4156
8374,6830,2583
2533,9446,6627
7301,8026,2278
1116,5505,6982
9658,1424,9421
730,1509,1447
7503,8821,6910
4928,4347,83
9973,6342,9806
4766,4331,8282
9714,9480,8302
6245,2044,8890
2445,1216,2567
6005,5326,8745
6769,7900,7609
9536,2010,2448
2272,4895,6585
3527,7104,4123
419,5961,3583
233,5695,3458
7599,602,2260
4453,2903,158
3886,9457,6296
856,5810,8351
4943,8758,955
4581,5722,8935
321,4654,9276
6733,413,7497
2922,4233,3579
2642,15,228
7580,2269,3723
604,3369,3366
2287,8278,923
8244,8425,4871
1066,4765,8574
2215,1014,7811
8240,8203,8739
4298,2921,8046
3637,1552,8733
8367,3822,4296
7895,5042,1641
1059,8103,739
6222,7902,2886
7683,7739,2940
7304,2996,8706
1784,1101,8228
2384,7216,2331
2511,1283,6410
8231,1938,1676
7593,5379,1139
6857,5859,9734
6861,9259,354
2046,2486,1802
9094,2336,5954
4535,5985,5630
896,3515,3130
7654,7031,9388
6260,5390,8272
3709,2290,4285
4653,4035,4140
7380,3498,2766
1658,7005,7036
962,3298,2374
308,2354,5047
6896,8207,1024
4328,7426,8553
7783,5243,1050
5023,9382,7829
7303,5353,3729
2916,9568,6892
1623,6161,2823
6836,6473,8390
7421,6819,4623
8564,7412,7501
4273,6433,4950
933,5183,3282
3664,9478,5730
3423,2148,4469
2584,5116,6903
1704,6304,2102
9494,7944,1520
9799,6604,5746
3675,6696,1260
8830,7217,1639
7362,1636,7455
602,4302,5821
3982,3614,227
2991,3535,51
8337,3175,3176
2037,8415,9615
533,7359,4621
6819,8080,9070
2602,7885,2269
4892,7357,8941
8234,6795,181
3923,7166,178
3678,9088,3474
1546,4048,96
9882,5392,347
6931,5702,8033
9454,1530,3294
9624,8328,2439
9009,154,9091
9132,8980,7216
2994,6182,2566
5648,147,2855
9282,5576,4795
1847,6328,5122
185,6462,809
648,908,4906
2196,840,7813
9146,2613,3887
7329,1129,1305
7370,3287,1792
72,975,1575
3308,9117,6020
8815,7012,7305
1903,3696,6760
9269,4481,1775
3259,9097,1595
4167,7969,8503
2887,5912,4837
708,1118,6104
5197,1447,5610
1168,6321,752
7362,9260,4239
6029,3191,8347
5868,1312,9720
9904,5369,8798
6447,3956,4671
1298,5504,4699
286,4899,7860
7523,5919,2222
5460,9181,1373
3562,5039,1128
4009,7904,1092
6689,5837,3589
5029,9542,4875
9217,1120,6540
8670,2901,8715
2831,957,1883
1683,2610,3581
1426,3742,4732
4845,4655,9885
6664,9623,1679
2115,5075,280
9302,2340,4073
8579,3425,5702
5756,257,477
984,6655,8293
8218,7970,4770
8733,924,3211
9822,7181,8804
6024,3357,6680
9363,5802,3900
2640,8086,7653
9659,7773,6528
9691,8531,1006
4974,2971,11
8225,8584,7800
9631,3924,997
3162,6645,2326
2509,3929,9683
2006,1115,2291
9903,1485,9479
7814,7483,9412
4506,2724,263
2610,6875,2127
8792,3396,7199
8670,4496,6738
874,5710,3050
1039,1180,5987
7259,4884,7796
2491,9367,7729
2257,3719,3150
7651,43,6347
2961,450,4642
5185,482,6995
5112,8319,2486
2041,2030,7128
3240,9459,4780
7236,2393,2908
9270,581,3328
1854,1351,9671
1038,2490,3105
9107,8085,5218
3000,8773,9917
8107,664,3770
2731,7638,8142
840,1780,2776
7214,408,7477
1101,3303,4366
9738,1867,5262
9904,2009,5063
1908,4446,4014
8225,3739,7780
5607,616,5734
4032,6043,4723
8211,3314,681
4948,3336,5439
9812,8858,895
6689,5602,4025
2981,6738,8147
4417,4104,6391
979,6944,9384
6042,5101,6356
4719,5627,2652
2185,2836,6460
2897,2597,7038
690,94,6925
8743,73,5878
2356,6995,4367
7047,9696,8343
9679,6031,4865
4817,9806,2320
9764,560,1525
7684,4195,2552
218,4523,6743
267,6311,8460
1999,2228,8284
986,6504,7403
431,8205,9955
948,5012,563
1942,9042,601
9989,3904,798
7854,3264,623
5539,5451,168
5792,3046,8691
720,5004,920
5223,9725,3362
1219,6241,2261
9537,7862,49
3457,1411,8186
7161,1528,7706
4509,4903,2838
2057,5716,3718
3471,7001,1341
5005,7202,4496
1249,5558,8564
1833,2548,6449
4180,9894,7803
5658,7886,9607
1276,157,3945
5654,792,568
9248,817,2048
3804,1717,2192
3050,6927,7928
9266,4305,8425
8997,3940,8985
2406,9078,8285
5469,8481,4167
2731,2078,156
4415,2608,356
7097,3399,3543
7876,8787,8883
2038,7204,8536
1853,8254,925
5589,7742,2184
7638,6773,3601
2811,6834,4314
5046,1633,3174
7216,1581,851
995,3616,5589
16,5250,4634
9889,1318,693
6981,194,6521
5783,9712,6028
3559,6219,4579
3175,1951,9930
3291,1246,3288
8000,5552,4273
6447,1228,7273
4149,2858,4632
3064,2685,128
1347,8563,2240
2486,127,212
856,2040,6107
91,6164,4731
1720,2289,1593
3197,8711,5933
17,9650,9661
1463,1590,2980
7112,5594,6581
8433,1558,8537
9913,5299,402
27,7218,2054
2684,1978,3020
7022,5992,9250
2505,1197,1539
9815,7847,3770
5600,3577,8987
2270,8742,9019
6425,5679,5581
1075,4434,683
1669,50,4804
9153,6947,9510
3631,9949,9263
8857,2104,2801
856,2874,1048
4360,923,8455
281,8709,9965
5770,9290,2937
2680,7385,360
7731,8196,5686
8799,3194,9910
9619,349,2845
669,2427,7793
2976,4467,5277
1681,4483,985
982,6352,2963
7069,9777,2946
8753,9966,3358
4029,753,3595
4202,5203,3363
7653,5923,471
1678,1282,5367
1539,8007,3106
1834,4999,7061
2679,6228,2122
8243,5207,3592
8545,5060,4796
8513,8058,1778
2864,4186,8073
3827,3967,6206
3243,5276,3947
3914,9051,6599
3615,7252,4325
6240,1110,7055
2145,5555,6516
7166,2092,4519
2932,331,4251
8623,494,6023
3427,3920,2287
2364,9565,7159
5340,8305,8912
5859,253,9077
363,3727,6716
5644,6659,9823
95,3845,2154
1362,7517,4463
3987,189,2401
4357,1294,3083
2784,9409,3875
7143,7290,6306
6235,4715,5682
8193,701,5977
5120,6648,7351
2251,4388,1497
2422,3347,2014
3834,2508,7950
5308,7150,8928
175,6980,1985
2265,2870,9670
7836,6076,9241
9641,2885,385
1117,5503,3446
226,2330,223
5491,7967,5241
7276,3404,4103
162,1323,4762
7653,5922,687
3396,7626,2046
8865,5614,8115
1078,3826,1140
2278,2989,6125
435,5035,5259
1554,9741,6117
1801,8018,419
9730,8707,1489
7314,1620,8588
4599,1947,4485
3309,6878,2041
2671,126,9937
8254,2683,6611
7918,4292,1831
177,6688,3026
5083,2791,8122
6213,5050,898
3654,3447,8743
1345,6992,6812
8518,1517,8395
7229,4354,6888
4828,1265,8768
1887,4951,2343
6719,9124,8119
4064,1332,6859
9693,8136,4004
8382,3734,4574
8275,6895,5617
645,2554,4004
3836,6952,665
5818,2481,8116
8103,1600,3108
8419,6495,9471
4375,3310,460
3987,7537,3741
4594,9935,2807
2131,3725,9313
9229,7770,1086
2393,3874,8784
7088,7255,9890
4457,7201,5780
3730,7184,9075
4398,8854,2274
3291,4414,7227
2455,9921,6174
3685,4059,7211
5958,8712,8957
5589,3499,9305
6233,7554,908
4960,6855,7917
2980,1993,5587
6325,3781,3647
6738,3496,6143
6567,9677,224
8854,4075,9415
2567,7568,6162
6834,8953,6645
6953,9768,1140
1547,3037,6255
789,6019,10000
517,5254,1292
5641,8159,1169
6864,5905,7807
4047,947,9824
910,6336,473
7283,7458,2756
6946,23,3478
6390,3913,4512
8642,865,5625
7001,9016,2730
3340,9552,4181
202,1840,1035
3698,3021,5748
7060,102,554
5431,2529,8539
5381,8581,6518
4055,9660,3321
4288,7265,7807
5616,7856,2233
6013,5181,7987
8757,5383,7217
5859,6483,3736
6873,5593,1892
1042,9380,7336
4182,2362,8723
7481,6379,3236
7291,9687,574
8594,4608,3874
7569,277,4941
7803,2245,1624
4115,149,3366
186,3093,5656
9237,7891,4433
9975,4913,7681
5349,7196,9941
150,3490,8213
3141,731,4800
3281,3699,2625
6851,927,662
1541,5745,9632
1434,8126,4670
11,5149,4876
1076,8988,5195
3405,8452,3127
9629,649,9201
5010,6480,654
7117,4750,8314
3467,7698,4960
7468,9924,4283
8112,1480,3720
3190,6846,1629
4891,8969,8127
8674,4109,5325
8757,2256,7797
3080,4497,140
5742,5027,3149
1510,464,4287
8040,1499,4348
5972,1606,4976
1249,1383,5390
4378,6843,5603
1254,1763,1557
8530,7808,3028
4232,3832,9545
8126,3489,9354
6108,4201,5886
4236,9261,789
4363,5875,6903
1498,6907,7685
2858,2890,5581
852,2225,3319
5337,7735,9691
6536,9319,2404
3864,4173,8606
7299,6582,8016
1729,5371,322
4982,6000,8065
9468,2631,4529
624,4096,9803
5886,2785,4364
5435,6753,2534
7998,4297,125
2081,7801,5543
7066,1359,9923
9629,7010,6519
8565,1921,9470
4545,9979,8069
1370,2173,9782
7134,9438,235
9645,1436,1984
9096,7268,1315
998,9625,8601
4467,179,5677
8776,3650,8725
8291,539,9725
3174,4708,8848
978,3589,560
9378,8525,8420
8038,6308,4113
1891,9720,7052
4448,9896,1662
5502,3235,4747
7089,7051,7692
2404,802,6748
1623,9360,1843
7261,3759,2734
8975,3910,1700
9544,5232,6040
6115,2168,504
8437,8239,5982
1228,8607,7102
4710,7873,3792
8417,9800,2518
6177,4650,3551
3282,1494,7334
7453,8629,482
3552,1402,5733
9885,8280,1526
1387,3665,9830
9585,7350,2842
3865,3554,1579
1252,3989,4761
2831,4254,7698
7304,6170,6480
9679,9767,2293
17,3095,1306
466,3767,1610
4565,1024,9489
6436,6565,6209
2739,2786,7728
9245,7128,2214
9453,5497,9720
3014,4906,2167
2536,7337,293
5283,457,8995
5232,638,4836
1476,5838,6282
2193,6698,1492
4237,2329,2017
3437,9692,8105
2690,5423,655
5818,6552,6526
3497,8806,5393
6973,4274,7470
7946,1913,5428
414,6943,2183
8864,617,8426
9791,4839,878
9415,1419,2271
5887,754,8840
9370,8037,5441
3543,3085,8395
4078,634,1965
1537,9420,8492
181,6685,5394
4330,7372,6909
4180,3152,8811
1414,9695,7609
8798,2908,9321
7401,9000,4361
7560,4105,6381
4091,8680,1189
7783,3859,497
8385,2380,7231
5724,4487,1471
9915,5556,8072
199,2428,8938
2567,7931,7430
9051,5365,8397
8810,3263,7074
5381,1259,5812
9476,787,6651
7719,8719,5500
9216,5920,2956
2196,7717,4572
3281,1023,9542
6035,7767,5147
585,4313,8874
4565,2001,4557
3452,1585,7938
8595,340,6632
4070,9246,1111
4213,3159,7093
2368,4593,3249
1583,870,8096
7059,5588,9127
9542,3770,2688
758,5411,844
4706,6297,2387
2965,3933,9909
3585,6033,1755
3171,666,583
4147,9621,7412
6921,3177,9578
1145,6305,6627
1851,9553,4701
3656,9345,538
3366,5731,3889
1015,2899,7354
1916,1045,3758
1124,4464,8012
1861,1050,3326
1758,9447,1191
206,8066,3765
393,8862,7893
4546,2804,4247
4461,2992,1850
5192,521,9627
6808,7785,5507
1384,9466,23
3190,2733,4791
6018,5360,4307
886,5782,2206
8241,2452,8485
9752,5282,197
9024,8741,3223
8684,5697,3418
392,4669,4240
9825,3360,9161
7258,2860,9720
3607,2595,8868
927,3765,1472
7016,4977,3758
6488,3762,6638
9464,7800,6350
975,5559,5394
63,1073,8012
7427,900,318
9508,3657,3558
1688,3337,8673
7403,2021,1744
8371,6294,5278
4623,8349,6502
4961,8860,359
8759,2970,1633
6705,8156,1708
6710,2867,3581
1349,7024,4151
9361,3463,231
3467,6107,6610
9329,7909,5242
2311,8009,2496
1993,2305,8048
6220,6542,9328
3727,803,5783
972,5653,1914
8131,3769,7880
1745,6401,1075
6378,3305,547
630,4456,5327
3246,4954,6901
6291,5122,2584
7767,1163,2245
4981,5457,3621
5089,5019,7366
6773,9717,5618
4359,3536,4890
5202,3553,7092
5257,7351,7730
4093,7945,5713
8268,4722,6200
5596,3786,8071
6489,8287,6422
5952,7588,1508
42,3302,7055
1851,1074,5419
5786,2938,658
4303,1874,6214
299,9797,4681
5487,4469,4206
3164,7455,8956
4336,5227,5801
8186,7381,5152
3312,6053,8546
2932,2026,2463
6537,6309,1530
656,7332,7420
8307,980,4697
2543,9705,3803
8655,6114,6742
4387,6181,3823
2640,1486,6770
5707,1054,4207
5767,3953,2799
2814,6412,7814
1444,2757,8770
4949,4074,4612
235,4557,2726
9550,1483,1686
4141,6746,1245
5179,3187,8874
1910,1133,3159
2508,9175,6667
8626,8734,2443
9963,620,707
2989,3881,2168
8274,8884,6317
6902,8961,4417
6547,4377,6850
703,5649,6267
7660,6155,6182
8503,359,2977
3570,9594,6607
6169,9686,9411
4441,2192,5082
9645,3785,3596
2860,5140,8487
5320,6004,289
1734,7239,9892
1796,7480,3435
7841,4312,3187
7915,2218,1719
691,9698,7958
9350,2335,8429
3749,7784,8231
9430,4851,3011
8200,4696,4844
1399,5862,4360
1375,6195,767
6301,9061,4363
3543,7413,1262
1916,7040,893
6197,3652,286
2074,1856,2789
1229,9933,4542
8781,7903,6130
9272,8459,5759
7324,706,6382
7147,9525,148
7341,1301,7429
3861,6206,4679
2212,6924,4675
4590,3039,8806
3516,9606,5287
9274,5566,1349
5919,4539,1361
6686,3244,1672
6194,6706,9946
5796,8434,3887
4496,6280,9658
2536,6761,5806
6018,2004,9770
5869,5230,9941
4642,7149,6804
3373,8141,344
8474,2582,49
3037,2370,3099
104,5345,7004
2990,107,4210
1515,7408,2370
8681,1049,6790
420,8286,7102
6655,6743,6740
2755,2146,8631
7006,597,2220
9445,2016,7859
402,3061,6780
2657,7317,6260
8496,2801,7051
3687,512,5061
2548,1367,5018
8588,4188,9704
518,171,801
6428,4435,4788
9249,2453,8149
6067,1995,963
6188,9324,4942
5982,1119,1189
8175,6716,3962
8865,5549,1626
7965,3299,9145
8482,7692,9535
6907,12,7338
6608,1286,4912
7289,8628,2768
8268,5367,6976
758,2967,1469
4692,5209,7131
4983,4217,5979
7266,1187,4953
821,2826,8550
4732,2255,966
5628,3003,9000
750,6061,3873
5627,740,9476
3588,3688,3976
8742,2794,5675
4797,6404,3326
830,837,6546
941,289,3996
4541,8204,1952
5676,5984,8934
8940,4924,1260
8294,9853,4472
876,4433,4217
8590,3192,9592
7763,2492,1428
7848,940,4886
6724,6279,9203
7107,2712,7957
8685,2678,5833
2641,164,3426
529,3952,2909
9184,9639,6713
1241,2766,4721
4180,2353,9179
2976,796,4262
5492,9534,116
5662,3286,1004
9087,2439,8369
4080,897,6615
6671,7003,1864
100,8936,9751
5567,3985,6587
3045,161,1282
4207,9507,263
7635,4160,8614
3042,8016,7166
5169,5044,888
9506,9080,8531
7904,5481,9907
7608,8880,871
9727,857,979
7166,4226,8390
2946,2547,8834
5869,1205,9620
7901,5632,8495
8502,3248,8306
7172,9554,1158
7548,9499,6048
3119,5432,4151
1318,5009,2337
4243,6712,8014
1619,4668,8073
4035,7788,5196
6522,7884,7128
9109,6571,8866
750,3167,7984
2346,523,4661
7873,9707,810
3618,5006,1578
4841,5688,4788
2398,8290,4783
1486,2639,4581
8234,8714,4773
6574,3054,1584
1763,3717,1768
4011,5597,1390
6487,4917,7253
7598,8768,690
6213,2802,5878
1612,5665,9762
8051,6440,7092
6935,9008,5996
5003,871,1052
8485,3329,9518
5905,6332,4420
8892,6675,7889
1419,6562,3156
2300,151,4953
314,6315,7040
1316,3063,911
1556,5883,364
2102,302,4515
5143,7894,6454
7617,2957,1168
4965,4148,1152
371,1131,8826
3687,5459,7172
9333,7750,4807
1374,7964,5264
4234,1816,6534
2709,3951,5290
9738,9191,6043
6013,2332,9128
1646,5020,7165
9678,7507,147
9789,3267,5643
1656,8993,1222
1401,697,350
2510,1890,8981
3978,2409,6078
9763,1967,176
6425,259,412
9661,5804,3708
1553,890,9136
2499,2572,2302
1218,4386,1266
9143,6116,2017
4779,8034,7215
3305,9539,6246
3698,3926,2330
249,333,8905
3568,5537,468
5794,5789,8251
5537,7688,3154
2709,7875,9235
4868,9988,7272
2917,6070,4704
2686,7721,7247
7683,2467,1475
3621,2133,1622
615,2500,8675
2086,5036,9969
5727,1873,3769
6122,9205,192
5734,9013,174
684,9858,8937
8644,5964,5192
1556,365,9486
6831,8736,5131
3953,1319,8907
1910,3880,9610
1924,7194,2381
4475,60,1483
7380,7234,4438
649,5016,3303
8618,8608,129
7325,7540,8481
8525,4849,3699
9679,7496,3882
5242,3256,7005
2212,2894,243
2884,2469,8496
2355,5801,4417
2980,4813,5487
708,8276,3108
705,6519,7108
191,5873,1656
825,358,6693
144,4611,1863
8890,56,773
8789,200,293
2228,7732,9023
8405,3249,1530
7794,5138,9868
2997,5041,7365
3075,5335,4252
7559,2039,9951
3762,7246,1564
